customerkey,FirstName,LastName,MiddleName,AddressLine1,AddressLine2,City,StateProvinceCode,StateProvinceName,EnglishCountryRegionName,CountryRegionCode,PostalCode,Phone,maritalstatus,EmailAddress,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer,ClothingBuyer,AccessoryBuyer,ComponentBuyer
11211,Samantha,Russell,NULL,9256 Village Oaks Dr.,NULL,Haney,BC,British Columbia,Canada,CA,V2W 1W2,547-555-0121,Married,samantha42@adventure-works.com,Female,40000,2,1,High School,Professional,1,2,2-5 Miles,North America,55,0,1,1,0
11212,Chloe,Campbell,NULL,3562 East Ave.,# 4,Metchosin,BC,British Columbia,Canada,CA,V9,205-555-0169,Married,chloe4@adventure-works.com,Female,40000,2,1,High School,Professional,1,2,2-5 Miles,North America,60,0,1,1,0
11213,Stephanie,Murphy,B,5514 Grant Street,NULL,Edmonds,WA,Washington,United States,US,98020,293-555-0151,Single,stephanie11@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,60,0,0,1,0
11214,Charles,Miller,O,2719 Little Dr,NULL,Milwaukie,OR,Oregon,United States,US,97222,389-555-0115,Single,charles9@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,60,0,0,1,0
11215,Ana,Perry,NULL,3114 Arlington Way,NULL,Royal Oak,BC,British Columbia,Canada,CA,V8X,446-555-0134,Married,ana7@adventure-works.com,Female,40000,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,54,0,1,1,0
11216,Jasmine,Torres,A,8328 San Francisco,NULL,Portland,OR,Oregon,United States,US,97205,939-555-0130,Single,jasmine32@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,59,1,0,1,0
11217,Natalie,Adams,P,6592 Bent Tree Lane,NULL,Portland,OR,Oregon,United States,US,97205,300-555-0150,Single,natalie58@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,60,1,0,1,0
11218,Olivia,Brown,NULL,3964 Stony Hill Circle,NULL,Tacoma,WA,Washington,United States,US,98403,414-555-0147,Single,olivia4@adventure-works.com,Female,60000,2,1,Partial College,Professional,0,2,2-5 Miles,North America,54,0,0,1,0
11219,Charles,Cook,NULL,6871 Bel Air Dr.,NULL,Woodburn,OR,Oregon,United States,US,97071,755-555-0111,Married,charles69@adventure-works.com,Male,60000,2,1,High School,Professional,1,2,10+ Miles,North America,59,0,0,1,0
11220,Erica,Huang,C,9142 All Ways Drive,NULL,Colma,CA,California,United States,US,94014,618-555-0157,Married,erica5@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,1,10+ Miles,North America,54,0,0,1,0
11221,Nathan,Perry,NULL,9714 Nicholas Drive,NULL,Lakewood,CA,California,United States,US,90712,271-555-0191,Married,nathan3@adventure-works.com,Male,70000,4,2,Partial College,Professional,1,1,1-2 Miles,North America,59,0,0,1,0
11222,Alexandra,Rivera,NULL,4999 Corte Segunda,NULL,Santa Monica,CA,California,United States,US,90401,488-555-0143,Married,alexandra11@adventure-works.com,Female,80000,3,1,Bachelors,Management,1,1,1-2 Miles,North America,59,0,1,1,0
11223,Hailey,Patterson,I,5045 Vancouver Way,# 133,Langley,BC,British Columbia,Canada,CA,V3A 4R2,480-555-0126,Single,hailey30@adventure-works.com,Female,70000,2,1,High School,Professional,1,2,2-5 Miles,North America,58,0,1,1,0
11224,Tiffany,Li,J,6404 Del Mar Ave,NULL,Burien,WA,Washington,United States,US,98168,197-555-0118,Single,tiffany3@adventure-works.com,Female,70000,2,1,High School,Professional,1,2,10+ Miles,North America,58,1,0,1,0
11225,Madison,Lee,D,5927 Seaview Avenue,NULL,Renton,WA,Washington,United States,US,98055,471-555-0142,Married,madison22@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,1,10+ Miles,North America,53,0,1,1,0
11226,Sydney,Ross,T,5252 Santa Fe,NULL,W. Linn,OR,Oregon,United States,US,97068,219-555-0146,Married,sydney26@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,1,2-5 Miles,North America,53,0,0,1,0
11227,Marshall,Chavez,D,9022 Estudillo Street,NULL,Colma,CA,California,United States,US,94014,712-555-0116,Single,marshall35@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,53,1,0,1,0
11228,Ashley,Jones,R,7681 Willow Pass Road,NULL,El Cajon,CA,California,United States,US,92020,996-555-0169,Married,ashley3@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,58,0,0,1,0
11229,Adrian,Stewart,C,6898 Shaw Rd.,NULL,Redwood City,CA,California,United States,US,94063,812-555-0122,Single,adrian21@adventure-works.com,Male,70000,4,2,Partial College,Professional,1,1,10+ Miles,North America,58,0,0,1,0
11230,Amber,Turner,NULL,6345 Ridge Circle,NULL,Santa Monica,CA,California,United States,US,90401,155-555-0131,Married,amber4@adventure-works.com,Female,70000,4,2,Partial College,Professional,0,2,2-5 Miles,North America,59,0,0,1,0
11231,Dennis,Zhang,NULL,3951 Calle Verde Drive,NULL,Bremerton,WA,Washington,United States,US,98312,710-555-0134,Married,dennis1@adventure-works.com,Male,60000,2,1,High School,Professional,1,2,10+ Miles,North America,51,0,0,1,0
11232,Hailey,Bryant,R,2828 Rogers Ave.,NULL,Everett,WA,Washington,United States,US,98201,156-555-0195,Married,hailey38@adventure-works.com,Female,60000,3,1,High School,Professional,0,2,2-5 Miles,North America,57,0,0,1,0
11233,Todd,Li,NULL,5897 Scottsdale Rd.,NULL,Berkeley,CA,California,United States,US,94704,680-555-0147,Married,todd5@adventure-works.com,Male,70000,4,2,Partial College,Professional,1,2,10+ Miles,North America,52,0,1,1,0
11234,Anna,Griffin,NULL,7221 Peachwillow Street,NULL,Long Beach,CA,California,United States,US,90802,965-555-0146,Single,anna46@adventure-works.com,Female,70000,4,2,Partial College,Professional,1,2,10+ Miles,North America,57,0,0,1,0
11235,Angel,Stewart,J,2585 La Salle Ct.,NULL,Ballard,WA,Washington,United States,US,98107,540-555-0122,Married,angel24@adventure-works.com,Male,70000,4,2,Partial College,Professional,1,2,10+ Miles,North America,58,0,1,1,0
11236,Jeremy,Butler,NULL,8811 The Trees Dr.,NULL,Bellingham,WA,Washington,United States,US,98225,980-555-0117,Single,jeremy29@adventure-works.com,Male,70000,5,2,Partial College,Professional,1,2,10+ Miles,North America,58,0,0,1,0
11251,Xavier,Long,NULL,9245 Dantley Way,NULL,Haney,BC,British Columbia,Canada,CA,V2W 1W2,243-555-0114,Single,xavier51@adventure-works.com,Male,30000,4,0,High School,Professional,0,2,5-10 Miles,North America,77,1,1,1,0
11252,Nicholas,Thompson,D,504 O St.,NULL,Lemon Grove,CA,California,United States,US,91945,377-555-0147,Single,nicholas16@adventure-works.com,Male,90000,3,0,Graduate Degree,Management,1,1,2-5 Miles,North America,77,1,1,1,0
11253,Jos?,Hernandez,M,5703 Donald Dr.,NULL,Victoria,BC,British Columbia,Canada,CA,V8V,712-555-0130,Married,jos?54@adventure-works.com,Male,60000,2,0,Graduate Degree,Management,1,2,1-2 Miles,North America,66,0,1,1,0
11254,Johnathan,Vance,W,9430 Versailles Pl,NULL,Burien,WA,Washington,United States,US,98168,494-555-0166,Married,johnathan5@adventure-works.com,Male,70000,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,77,0,1,1,0
11255,Colin,Lin,NULL,6083 San Jose,NULL,Burien,WA,Washington,United States,US,98168,599-555-0132,Married,colin8@adventure-works.com,Male,70000,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,77,0,0,1,0
11256,Katelyn,Hernandez,L,7496 Deerfield Dr.,NULL,Lynnwood,WA,Washington,United States,US,98036,249-555-0116,Married,katelyn42@adventure-works.com,Female,70000,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,76,0,0,1,0
11257,Jacqueline,Powell,NULL,4076 Northwood Dr,NULL,Newport Beach,CA,California,United States,US,92625,796-555-0111,Single,jacqueline9@adventure-works.com,Female,120000,1,2,Graduate Degree,Management,1,4,2-5 Miles,North America,77,1,1,1,0
11258,Xavier,Hill,NULL,2707 Virgil Street,NULL,Palo Alto,CA,California,United States,US,94303,559-555-0149,Married,xavier26@adventure-works.com,Male,120000,1,2,Graduate Degree,Management,1,4,2-5 Miles,North America,76,0,0,1,0
11259,Victoria,Stewart,C,3623 Barquentine Court,NULL,Salem,OR,Oregon,United States,US,97301,230-555-0139,Married,victoria24@adventure-works.com,Female,100000,4,1,Partial College,Professional,1,4,2-5 Miles,North America,45,1,0,1,0
11260,Katelyn,Kelly,L,7085 Solano Drive,NULL,Burlingame,CA,California,United States,US,94010,507-555-0132,Married,katelyn1@adventure-works.com,Female,110000,2,2,Bachelors,Management,1,3,2-5 Miles,North America,39,0,0,1,0
11261,Stephanie,Collins,NULL,2868 Central Avenue,NULL,San Diego,CA,California,United States,US,92102,209-555-0173,Married,stephanie52@adventure-works.com,Female,130000,1,2,Graduate Degree,Management,1,1,0-1 Miles,North America,44,1,0,1,0
11262,Jennifer,Simmons,NULL,7959 Mt. Wilson Way,NULL,Port Hammond,BC,British Columbia,Canada,CA,V6B 3P7,148-555-0115,Married,jennifer88@adventure-works.com,Female,80000,4,3,Bachelors,Management,1,0,0-1 Miles,North America,40,0,1,1,0
11263,Trinity,Richardson,NULL,3063 Blue Jay Drive,NULL,Burien,WA,Washington,United States,US,98168,111-555-0116,Married,trinity9@adventure-works.com,Female,90000,5,5,Partial College,Professional,1,3,2-5 Miles,North America,45,1,1,1,0
11264,Eduardo,Martin,NULL,5137 Pheasant Court,NULL,Issaquah,WA,Washington,United States,US,98027,342-555-0195,Single,eduardo13@adventure-works.com,Male,90000,5,5,Partial College,Professional,0,3,0-1 Miles,North America,45,1,1,1,0
11265,Elizabeth,Jones,P,2253 Firestone Dr.,NULL,Kirkland,WA,Washington,United States,US,98033,941-555-0110,Married,elizabeth7@adventure-works.com,Female,90000,5,5,Partial College,Professional,1,3,0-1 Miles,North America,45,1,0,1,0
11266,Taylor,Howard,NULL,7396 Stratton Circle,NULL,Port Orchard,WA,Washington,United States,US,98366,162-555-0131,Single,taylor14@adventure-works.com,Female,90000,0,0,Partial College,Professional,0,1,5-10 Miles,North America,45,1,1,1,0
11267,David,Diaz,NULL,2075 Browse Ct,NULL,Burlingame,CA,California,United States,US,94010,613-555-0119,Single,david55@adventure-works.com,Male,120000,4,2,Partial College,Professional,1,4,2-5 Miles,North America,40,1,0,1,0
11268,Katelyn,Carter,A,3050 Monte Cresta Avenue,NULL,Coronado,CA,California,United States,US,92118,103-555-0195,Married,katelyn33@adventure-works.com,Female,130000,2,2,Graduate Degree,Management,1,2,1-2 Miles,North America,45,0,0,1,0
11269,Ryan,Foster,W,5376 Sahara Drive,NULL,Daly City,CA,California,United States,US,94015,961-555-0133,Married,ryan19@adventure-works.com,Male,130000,2,2,Graduate Degree,Management,1,2,0-1 Miles,North America,40,0,0,1,0
11270,Robert,Lee,L,5461 Camino Verde Ct.,NULL,Lakewood,CA,California,United States,US,90712,447-555-0174,Married,robert82@adventure-works.com,Male,130000,2,2,Graduate Degree,Management,1,3,0-1 Miles,North America,40,1,1,1,0
11271,Danielle,Reed,C,6683 Carrick Ct,NULL,San Francisco,CA,California,United States,US,94109,136-555-0114,Single,danielle23@adventure-works.com,Female,150000,2,0,Bachelors,Management,0,4,1-2 Miles,North America,45,1,0,1,0
11272,Lauren,Martinez,L,4357 Tosca Way,NULL,Beverly Hills,CA,California,United States,US,90210,977-555-0117,Single,lauren35@adventure-works.com,Female,70000,4,3,Partial College,Professional,1,0,5-10 Miles,North America,53,1,0,1,0
11273,Nathan,Lal,E,7064 Cypress Ave,NULL,La Jolla,CA,California,United States,US,92806,147-555-0121,Married,nathan26@adventure-works.com,Male,90000,2,1,Partial College,Professional,1,0,10+ Miles,North America,53,0,0,1,0
11274,Kyle,Foster,M,5617 Landing Dr,NULL,Bellingham,WA,Washington,United States,US,98225,846-555-0126,Married,kyle11@adventure-works.com,Male,50000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,76,1,0,1,0
11275,Jenny,Rai,D,1440 Willow Pass Dr.,NULL,Colma,CA,California,United States,US,94014,780-555-0119,Married,jenny40@adventure-works.com,Female,80000,4,0,Graduate Degree,Management,1,2,0-1 Miles,North America,76,1,0,1,0
11276,Nancy,Chapman,E,1480 Shoenic,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,909-555-0129,Married,nancy7@adventure-works.com,Female,80000,4,3,Partial College,Professional,1,2,2-5 Miles,North America,41,0,1,1,0
11277,Charles,Jackson,P,3400 Folson Drive,NULL,Royal Oak,BC,British Columbia,Canada,CA,V8X,194-555-0175,Married,charles15@adventure-works.com,Male,80000,4,3,Partial College,Professional,1,2,0-1 Miles,North America,46,0,1,1,0
11278,Jonathan,Phillips,NULL,8772 Rock Creek Way,NULL,Edmonds,WA,Washington,United States,US,98020,967-555-0176,Single,jonathan35@adventure-works.com,Male,90000,0,0,Partial College,Professional,0,1,10+ Miles,North America,46,1,0,1,0
11279,Amanda,Cook,S,9187 Vista Del Sol,NULL,Everett,WA,Washington,United States,US,98201,252-555-0177,Married,amanda3@adventure-works.com,Female,90000,0,0,Partial College,Professional,1,1,10+ Miles,North America,41,0,0,1,0
11280,Robert,Collins,NULL,5271 Sierra Road,NULL,Lynnwood,WA,Washington,United States,US,98036,966-555-0171,Married,robert45@adventure-works.com,Male,90000,0,0,Partial College,Professional,1,1,10+ Miles,North America,46,0,0,1,0
11281,Megan,Barnes,J,40 Ellis St.,NULL,Burbank,CA,California,United States,US,91502,807-555-0156,Single,megan53@adventure-works.com,Female,110000,4,2,Bachelors,Management,1,4,5-10 Miles,North America,41,1,0,1,0
11282,Christian,Thomas,A,5205 Coralie Drive,NULL,Burien,WA,Washington,United States,US,98168,692-555-0172,Married,christian46@adventure-works.com,Male,90000,5,4,Partial College,Professional,1,4,1-2 Miles,North America,48,1,1,1,0
11283,Arturo,Lal,NULL,4593 Mendouno Dr.,NULL,Berkeley,CA,California,United States,US,94704,638-555-0164,Married,arturo33@adventure-works.com,Male,110000,1,3,Bachelors,Management,1,2,1-2 Miles,North America,47,0,0,1,0
11284,Theresa,Serrano,NULL,9007 S Royal Links Circle,NULL,Chula Vista,CA,California,United States,US,91910,777-555-0162,Married,theresa12@adventure-works.com,Female,110000,1,3,Bachelors,Management,1,2,1-2 Miles,North America,48,0,0,1,0
11285,Jeremy,Anderson,J,7655 Greer Ave,NULL,Fremont,CA,California,United States,US,94536,940-555-0176,Married,jeremy2@adventure-works.com,Male,120000,1,3,Partial College,Professional,0,4,2-5 Miles,North America,42,0,1,1,0
11286,Hunter,Griffin,D,4079 Redbird Lane,NULL,Torrance,CA,California,United States,US,90505,410-555-0148,Married,hunter16@adventure-works.com,Male,170000,0,0,Graduate Degree,Management,1,4,2-5 Miles,North America,48,1,1,1,0
11287,Henry,Garcia,B,3268 Hazelwood Lane,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,282-555-0185,Married,henry16@adventure-works.com,Male,70000,5,4,Partial College,Professional,0,3,5-10 Miles,North America,49,0,1,1,0
11288,Cindy,Sanchez,K,7062 Starflower Drive,NULL,Burbank,CA,California,United States,US,91502,198-555-0118,Married,cindy19@adventure-works.com,Female,110000,1,3,Bachelors,Management,1,3,2-5 Miles,North America,37,0,0,1,0
11289,Maria,Carter,S,8603 Elmhurst Lane,NULL,Downey,CA,California,United States,US,90241,239-555-0158,Married,maria53@adventure-works.com,Female,130000,1,3,Bachelors,Management,1,1,0-1 Miles,North America,43,1,0,1,0
11290,Katelyn,Sanchez,NULL,8869 Climbing Vine Court,NULL,Lakewood,CA,California,United States,US,90712,395-555-0150,Married,katelyn26@adventure-works.com,Female,130000,1,3,Bachelors,Management,1,3,2-5 Miles,North America,43,1,0,1,0
11291,Jenna,Wright,NULL,232 Pinnacle Drive,NULL,Lemon Grove,CA,California,United States,US,91945,118-555-0191,Married,jenna19@adventure-works.com,Female,130000,1,3,Bachelors,Management,1,3,2-5 Miles,North America,43,1,0,0,0
11292,Seth,Phillips,NULL,4361 Loftus Road,NULL,San Gabriel,CA,California,United States,US,91776,980-555-0196,Single,seth42@adventure-works.com,Male,150000,1,2,Partial College,Professional,0,3,0-1 Miles,North America,48,1,0,1,0
11293,Luke,Long,S,3177 Dover Way,NULL,Port Orchard,WA,Washington,United States,US,98366,786-555-0117,Single,luke28@adventure-works.com,Male,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,54,0,0,1,0
11294,Dalton,Clark,P,4381 Amazonas,NULL,Issaquah,WA,Washington,United States,US,98027,388-555-0195,Married,dalton18@adventure-works.com,Male,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,54,0,0,1,0
11295,Taylor,Lewis,G,8827 Ward Court,NULL,Concord,CA,California,United States,US,94519,291-555-0174,Single,taylor67@adventure-works.com,Female,80000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,55,1,0,1,0
11296,Haley,Richardson,NULL,6203 Laurel Drive,NULL,Everett,WA,Washington,United States,US,98201,620-555-0129,Single,haley10@adventure-works.com,Female,50000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,74,1,0,1,0
11297,Noah,Coleman,NULL,5562 Galindo Street,NULL,Burbank,CA,California,United States,US,91502,847-555-0167,Single,noah2@adventure-works.com,Male,70000,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,75,1,0,1,0
11298,Jon,Luo,NULL,3560 River Rock Lane,NULL,Chula Vista,CA,California,United States,US,91910,127-555-0189,Married,jon46@adventure-works.com,Male,70000,4,0,Graduate Degree,Management,1,2,1-2 Miles,North America,75,1,1,1,0
11299,Orlando,Vazquez,E,8547 Catherine Way,NULL,Burbank,CA,California,United States,US,91502,757-555-0143,Married,orlando14@adventure-works.com,Male,70000,4,0,Graduate Degree,Management,1,2,1-2 Miles,North America,74,1,0,1,0
11300,Fernando,Barnes,NULL,7633 Greenhills Circle,NULL,N. Vancouver,BC,British Columbia,Canada,CA,V7L 4J4,469-555-0125,Married,fernando47@adventure-works.com,Male,80000,5,4,Partial College,Professional,0,3,1-2 Miles,North America,50,0,1,1,0
11301,Cameron,Rodriguez,L,1217 Mariposa,NULL,Ballard,WA,Washington,United States,US,98107,727-555-0119,Married,cameron38@adventure-works.com,Male,80000,5,4,Partial College,Professional,1,4,5-10 Miles,North America,49,0,1,1,0
11302,Spencer,Russell,NULL,2396 Mink Court,NULL,Corvallis,OR,Oregon,United States,US,97330,834-555-0131,Single,spencer22@adventure-works.com,Male,90000,4,3,High School,Professional,0,3,1-2 Miles,North America,43,1,0,1,0
11303,Julia,Coleman,NULL,3128 Ramsey Circle,NULL,Edmonds,WA,Washington,United States,US,98020,907-555-0170,Single,julia72@adventure-works.com,Female,90000,4,3,High School,Professional,0,3,1-2 Miles,North America,49,1,0,1,0
11304,Julia,Garcia,B,6179 Mt. Hamilton Dr.,NULL,Portland,OR,Oregon,United States,US,97205,923-555-0183,Married,julia38@adventure-works.com,Female,100000,0,3,Partial College,Professional,1,0,5-10 Miles,North America,44,0,0,1,0
11305,Sean,Evans,A,7118 Elliott Dr.,NULL,Chula Vista,CA,California,United States,US,91910,791-555-0174,Married,sean31@adventure-works.com,Male,110000,3,3,Partial College,Professional,0,4,2-5 Miles,North America,49,0,0,1,0
11306,Micah,Zhou,A,6105 Brownstone Rd,NULL,Coronado,CA,California,United States,US,92118,497-555-0185,Married,micah19@adventure-works.com,Male,110000,3,3,Partial College,Professional,0,4,2-5 Miles,North America,49,0,0,1,0
11307,Hunter,Rodriguez,P,4343 Cook Street,NULL,Daly City,CA,California,United States,US,94015,996-555-0142,Married,hunter53@adventure-works.com,Male,80000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,49,1,1,1,0
11308,Ian,Gonzales,T,7122 Athene Dr.,NULL,Oregon City,OR,Oregon,United States,US,97045,904-555-0153,Married,ian57@adventure-works.com,Male,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,56,0,0,1,0
11309,Victoria,Lewis,NULL,4426 Tanager Road,NULL,Beaverton,OR,Oregon,United States,US,97005,586-555-0191,Single,victoria20@adventure-works.com,Female,60000,2,0,High School,Professional,1,2,5-10 Miles,North America,55,0,0,1,0
11310,Erin,Sanders,A,7541 Black Point Pl,NULL,San Francisco,CA,California,United States,US,94109,233-555-0160,Single,erin7@adventure-works.com,Female,70000,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,51,0,0,1,0
